textid	target	model	tokenizer	predicted	prob
718	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.888327419757843
719	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7749118208885193
720	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8904861211776733
721	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8599309325218201
722	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8812330365180969
723	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8997279405593872
724	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.805474579334259
725	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7840750217437744
726	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7798842191696167
727	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8471139669418335
728	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7974804639816284
729	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6124436259269714
730	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7190101742744446
731	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6090118885040283
732	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7329586148262024
733	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8656842708587646
734	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6127108931541443
735	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8092647194862366
736	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8226680755615234
737	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8876093626022339
738	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8281180262565613
739	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8231519460678101
740	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8967953324317932
741	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7890661358833313
742	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6313173770904541
743	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.675022542476654
744	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.896462082862854
745	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7813491225242615
746	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8854758143424988
747	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8727813363075256
748	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8187280893325806
749	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9232088327407837
750	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8981629014015198
751	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9341095089912415
752	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8835535049438477
753	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8741675615310669
754	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8923069834709167
755	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7762742638587952
756	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7924426198005676
757	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8094314932823181
758	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8233894109725952
759	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8986504673957825
760	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8781692385673523
761	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8159473538398743
762	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8611730933189392
763	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9190237522125244
764	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9237838983535767
765	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.953056812286377
766	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8377182483673096
767	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8524293303489685
768	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7891486883163452
769	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9585594534873962
770	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8796794414520264
771	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9187508821487427
772	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9670714735984802
773	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9735854864120483
774	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9500091075897217
775	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9238995313644409
776	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7694365978240967
777	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8259198069572449
778	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8602538704872131
779	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8907619118690491
780	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6839513778686523
781	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.903592050075531
782	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7163355350494385
783	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8288697600364685
784	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6945118308067322
785	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9363290071487427
786	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8609898090362549
787	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9707631468772888
788	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7028418183326721
789	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8297150135040283
790	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9074637293815613
791	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9339107871055603
792	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9668251276016235
793	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9660782217979431
794	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9526833295822144
795	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9593969583511353
796	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9523891806602478
797	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9600566029548645
798	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9518615007400513
799	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9620205760002136
800	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9606958627700806
801	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.970461368560791
802	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9610849618911743
803	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9693132042884827
804	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9700330495834351
805	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8851017951965332
806	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9634552001953125
807	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9534191489219666
808	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8214443922042847
809	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8843780755996704
810	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.706549346446991
811	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7079004645347595
812	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8869876265525818
813	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8732619285583496
814	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8584802746772766
815	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9150916934013367
816	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8760882616043091
817	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.88429856300354
818	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7896072864532471
819	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6639742255210876
820	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7458876967430115
821	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8778926134109497
822	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9437050819396973
823	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9023682475090027
824	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8111982941627502
825	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9031692743301392
826	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9090303182601929
827	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8368313312530518
828	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7094011902809143
829	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8184073567390442
830	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8497867584228516
831	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8840335011482239
832	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9434813857078552
833	0	midterm/gpt2model2	midterm/gpt2model2	Negative	0.5051642656326294
834	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9268441796302795
835	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.882931649684906
836	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6260574460029602
837	0	midterm/gpt2model2	midterm/gpt2model2	Negative	0.6083471179008484
838	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7218105792999268
839	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8551381826400757
840	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8804749846458435
841	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8884899020195007
842	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8440144658088684
843	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9061630964279175
844	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9204403162002563
845	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.883937656879425
846	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8865483403205872
847	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9646705389022827
848	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9254497289657593
849	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9037532806396484
850	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9200059771537781
851	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7414724230766296
852	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.937390148639679
853	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8992639183998108
854	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9119436144828796
855	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6782852411270142
856	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9515457153320312
857	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8091856241226196
858	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7582634687423706
859	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9450771808624268
860	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6750311255455017
861	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8430162668228149
862	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.925599992275238
863	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8013983964920044
864	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8665837049484253
865	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5815837383270264
866	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8612738251686096
867	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.860476016998291
868	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8149585723876953
869	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7271647453308105
870	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6497431397438049
871	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6403951644897461
872	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.862148106098175
873	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9057769775390625
874	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8908762335777283
875	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9280874729156494
876	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9256399869918823
877	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.889053463935852
878	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7798646688461304
879	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7291994094848633
880	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7764876484870911
881	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.860975980758667
882	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8025655746459961
883	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6776801347732544
884	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8450443148612976
885	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8467082381248474
886	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7905462980270386
887	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8048021197319031
888	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5304664373397827
889	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8622502684593201
890	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.817844808101654
891	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8025179505348206
892	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5089703798294067
893	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9180330634117126
894	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9737610816955566
895	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9784165620803833
896	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9607433080673218
897	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6494938731193542
898	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9136927723884583
899	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.881984293460846
900	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8972547650337219
901	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9014011025428772
902	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9252738952636719
903	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8834551572799683
904	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7449942231178284
905	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7316848635673523
906	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9096774458885193
907	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7263172268867493
908	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7282737493515015
909	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.854030191898346
910	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8933395743370056
911	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8804299235343933
912	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7165916562080383
913	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8328086137771606
914	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8107906579971313
915	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8517293930053711
916	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8688878417015076
917	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8901602029800415
918	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7887416481971741
919	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8618908524513245
920	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7503265738487244
921	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8897932171821594
922	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8718724250793457
923	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5305473804473877
924	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7582868337631226
925	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9375893473625183
926	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8787004947662354
927	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9106858372688293
928	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9399983882904053
929	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9593563079833984
930	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7038078904151917
931	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6667759418487549
932	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9290394186973572
933	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8625457882881165
934	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8044635653495789
935	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5493560433387756
936	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8553210496902466
937	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9393875598907471
938	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.884252667427063
939	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5246356725692749
940	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7903355956077576
941	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9702140092849731
942	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9593684077262878
943	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9664146900177002
944	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7635347247123718
945	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9255298376083374
946	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8757855892181396
947	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9215248823165894
948	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8175697922706604
949	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6499607563018799
950	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9555923342704773
951	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9651959538459778
952	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8722070455551147
953	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6543715000152588
954	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9278832077980042
955	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8845743536949158
956	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6962255239486694
957	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9572696089744568
958	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8837145566940308
959	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9458827972412109
960	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7686963677406311
961	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8208157420158386
962	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.889521062374115
963	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8745719194412231
964	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6337155699729919
965	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8879876732826233
966	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8163495063781738
967	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.782701849937439
968	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.732305109500885
969	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7099460959434509
970	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7559453248977661
971	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9092456102371216
972	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6592016816139221
973	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8377870321273804
974	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8728774189949036
975	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8574209809303284
976	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9374991059303284
977	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9106386303901672
978	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8057132959365845
979	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9093310236930847
980	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8846933245658875
981	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8889187574386597
982	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9283543229103088
983	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.934540331363678
984	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8088098168373108
985	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9579415321350098
986	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8949064016342163
987	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.959701418876648
988	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9445309638977051
989	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9612003564834595
990	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9241551160812378
991	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8510362505912781
992	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6742681264877319
993	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7670267224311829
994	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8716607093811035
995	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9048299789428711
996	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8848622441291809
997	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8912578821182251
998	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.971792459487915
999	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9619312286376953
1000	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9355007410049438
1001	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9089183211326599
1002	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8422306776046753
1003	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8566041588783264
1004	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.841263473033905
1005	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8531144857406616
1006	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.835584282875061
1007	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7163460850715637
1008	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9170275926589966
1009	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.927756667137146
1010	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8311882615089417
1011	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6864010691642761
1012	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9051363468170166
1013	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.743669331073761
1014	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6391676664352417
1015	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.5855808854103088
1016	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.903784990310669
1017	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.6706893444061279
1018	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8925632238388062
1019	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7533106207847595
1020	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8480145931243896
1021	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7438912391662598
1022	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8819901347160339
1023	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8959073424339294
1024	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9313651919364929
1025	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8115752935409546
1026	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7674035429954529
1027	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8356707692146301
1028	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8915911316871643
1029	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9098137021064758
1030	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8534963726997375
1031	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.791694164276123
1032	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7635207176208496
1033	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8623639345169067
1034	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9335150122642517
1035	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8519304990768433
1036	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7198900580406189
1037	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8671841621398926
1038	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8595781922340393
1039	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8485357761383057
1040	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7847411632537842
1041	0	midterm/gpt2model2	midterm/gpt2model2	Positive	0.9202088117599487
1042	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.7888031601905823
1043	1	midterm/gpt2model2	midterm/gpt2model2	Positive	0.8424079418182373
